Agilent
NSUN7
NSUN6
TUBG1
POFUT1
TUBG2
PRAMEF1
PRAMEF2
UXS1
PTCH2
UBE2O
PTCH1
PRAMEF8
LOC375748
PRDM9
FAM108B1
TBC1D1
RAD9B
RAD9A
ERGIC2
ERGIC3
CDR2L
ERGIC1
CLEC14A
S100PBP
B3GAT3
MGC13053
B3GAT1
MGC13057
KIAA1856
UXT
CALM2
CALM3
SPG21
CALM1
HRH4
UPK1B
DLGAP2
DLGAP3
DLGAP1
DLGAP4
BRDT
DKFZP686E2158
MBNL2
MBNL3
PLK3
A1BG
TTC8
PLK2
OIP5
CLCN3
CLCN2
CLCN1
HRH1
CLCN7
CLCN6
CLCN5
CLCN4
BRD8
BRD9
BRD4
GSDM1
BRD7
BRD1
BRD2
BRD3
DNAJA2
DNAJA3
DNAJA1
TGFBR3
DNAJA4
DNAJA5
PTPN13
PTPN12
PTPN11
FLJ20294
LYRM1
MYCBP
PTPN14
GALR3
GALR2
GALR1
AKT3
LYAR
PCDH20
C8orf30A
CH25H
C16orf74
C16orf75
MRPL27
C16orf77
DMD
MRPL20
C16orf72
C16orf73
LRFN4
C16orf78
C16orf79
DMN
GAB1
HABP4
DMRTB1
LAG3
HABP2
NKX2.3
ZSCAN5
NDRG1
NDRG2
NDRG3
NDRG4
TBC1D9
ZSCAN2
PRAP1
CHD1L
HOXA6
SORBS3
HOXA5
DNAJB13
DNAJB12
DNAJB11
HOXA4
HLA.DQB1
MSMB
DNAJB14
RNF138
HOXA3
ENOSF1
BCR
HOXA2
CISD2
CISD1
CLNS1A
HOXA1
FLJ44635
R3HDML
TSHZ2
TSHZ3
TSHZ1
MRC2
PCDHGA5
VILL
ZNF581
IGLL1
ZNF583
ZNF582
TIPARP
SOX21
ZNF587
HAPLN4
ZNF589
TMEM115
ZFP161
COL4A6
PKD1L3
PSD
CAMKK2
CAMKK1
HOXA9
OR8U1
ZP3
LOC441046
MORG1
MTRF1L
MYO1H
MYO1G
MYO1F
MYO1E
MYO1D
MYO1C
MYO1B
MYO1A
GRN
LCN6
HNT
RPL36AL
RAET1G
KIAA0391
CHMP7
CHMP6
CHMP5
OR52N4
OR52N5
OR52N2
CTPS2
NDC80
OR52N1
SULT6B1
LY6G6C
HOXA13
LY6G6E
HOXA11
HOXA10
LOC283871
SF3B5
KRTAP19.1
HIST2H2AA3
GALNTL5
GALNTL4
TSSK4
RPSAP15
GALNTL1
LSM11
ZNF323
GALNTL2
GGTL3
SRI
ZNF329
GGTL4
SRR
LGALS9
LGALS8
LGALS3
LGALS2
LGALS1
SPECC1
LGALS7
LGALS4
WDR40A
NMU
UQCRFS1
EIF2AK1
EIF2AK3
EIF2AK2
TDG
EIF2AK4
OR2B11
HN1
SMS
NMB
EREG
AVPI1
MYO16
TRNT1
MYO10
OCRL
RNF122
GOLGA2LY1
PLAUR
KRT28
TBX2
LOR
KIAA1524
KIAA1522
MPDU1
KIAA1033
LOX
LPGAT1
SEMA6D
LRRC29
KIAA1529
TIMM17B
GCNT4
PRKX
C14orf138
C14orf139
GCNT3
FLJ16369
C14orf135
C14orf130
C14orf131
C14orf132
C14orf133
ZNF165
MTM1
LOC388969
KRT20
MID1IP1
TAS2R42
PIGA
PIGB
PIGC
PIGF
CALCRL
PIGH
PIGK
PIGL
PIGM
PIGN
PIGO
PIGP
C20orf185
C20orf186
PIGS
ILKAP
PIGU
PIGV
PIGW
PIGX
LOC400590
PIGZ
KRT25
TMEM80
NDFIP2
ELAC1
TAX1BP1
OR52R1
OR10A7
ALPP
RHPN1
INPPL1
OLR1
RHPN2
SRRM1
ITGAD
SRRM2
ITGAE
PDK1
SEPX1
PDK3
PDK2
EBP
PDK4
LNPEP
ALPI
ZNF292
SEC61A1
SEC61A2
ALPL
PTGS2
PECR
DDHD2
NAPRT1
TMEM26
ORC2L
OGFRL1
PUF60
SV2B
ZFAND1
MYO5B
PECI
PPID
PLVAP
SLC39A13
SLC39A10
SLC39A11
SLC39A14
SCN2B
EIF1AX
EIF1AY
NTRK2
NTRK3
ARHGAP23
ARHGAP22
ARHGAP21
EVI1
ARHGAP27
ARHGAP26
ARHGAP25
ARHGAP24
ARHGAP29
ARHGAP28
NFKBIL2
FLJ35848
SYDE1
DDIT3
DDIT4
NFKBIL1
PMP22CD
RXFP3
COL19A1
NKRF
PCGF2
SMAD2
MYSM1
PPIB
ATG2A
LOC162632
FLJ23049
ATG2B
BMP7
BMP6
BMP5
BMP4
BMP3
BMP2
BMP1
GPR4
C1orf31
OR5R1
C1orf32
C1orf35
C1orf34
TERF2
TERF1
DNAJC18
MAGED1
OR10A6
NDUFAF1
FEM1A
GOLGA8A
MAGED2
11-Mar
10-Mar
RSPH10B
LOC100125556
RASSF1
PTOV1
PTPMT1
RASSF2
RASSF5
RASSF4
RASSF7
RASSF6
VSTM3
LPPR4
LPPR2
TMPRSS11A
SPRY2
RSAD2
RSAD1
ATP5C1
NFS1
CHD3
CHD2
CHD5
CHD4
CHD7
CHD6
CHD9
CHD8
TRABD
CAP1
CAP2
NPC2
NPC1
SKIV2L
UBXD7
UCRC
GRIN2A
C3orf59
C3orf58
RAB3GAP2
IL4R
TTC3
RAB3GAP1
PRKCE
C3orf52
C3orf55
C3orf54
C3orf57
CAPS
UMODL1
UBXD4
DYNC1LI1
DYNC1LI2
TRPC1
EFHC2
EFHC1
CAPG
TPRKB
ETHE1
PRDM16
ABCG1
ABCG2
PRDM15
ABCG4
ABCG5
PRDM10
PLSCR1
ABCG8
MPO
HNF4G
AVP
MPI
SPC25
POLRMT
MGC16385
MPZ
SRBD1
SGSM2
MCPH1
GRPEL1
GRPEL2
PLRG1
SGSM1
LOC399947
SF3B14
SLC36A2
KRIT1
LRRC27
GADL1
HLX
QRSL1
FCER1G
AKR1B10
BTG3
BTG2
BTG1
FAHD1
ZNF592
SLA2
C4orf36
METAP1
C4orf34
C4orf35
C4orf32
C4orf33
C4orf30
C4orf31
SRD5A2
SRD5A1
ZFP1
C4orf38
C4orf39
HELLS
ZCCHC3
FAM49A
FAM49B
PDILT
SLC6A20
ZFP36L2
GGA1
C10orf99
GGA3
GGA2
C15orf48
C15orf49
ZNF510
C10orf90
C10orf91
C10orf92
C10orf93
C15orf40
C15orf41
DKFZp686D0972
C10orf97
SLC12A6
FHOD1
FHOD3
ADH7
ADH6
ADH5
ADH4
C4orf6
C4orf7
PKD1
NRL
OPRM1
GJC1
ZNF138
PRKACG
SPRYD3
PRKACA
ERICH1
NUAK2
PRKACB
PSMB7
PSMB6
PSMB5
C14orf119
PSMB3
PFKFB3
PSMB1
SPRYD5
C20orf79
TNFSF10
LMBR1L
HDHD3
HDHD2
C20orf71
C20orf70
C20orf72
C20orf75
C20orf74
C20orf77
PFKFB4
ZNF516
LOC388882
TDGF1
KLK1
LOH3CR2A
RMI1
CORO6
CORO7
TMEM16A
TMEM16C
KLHDC5
KCNK9
SFRS9
SFRS8
KCNK4
KCNK5
KCNK6
KCNK7
MLH3
CRY1
CRY2
KCNK3
RETSAT
C9orf140
C9orf142
TRIML1
ACOT11
ACOT12
VPS13A
SH3KBP1
VPS13C
VPS13B
BEX5
BEX4
BEX2
BEX1
UBAP2
UNC84A
NUP160
ELTD1
CRYM
TMEM163
TMEM162
TMEM165
ME2
TMEM166
EVI2A
TMEM168
EVI2B
FOXN1
FOXN2
FOXN3
NICN1
WDR1
COL14A1
ZNF799
GRIN2B
GRIN2C
GNA14
GNA15
GNA12
GNA13
GRIN2D
GNA11
PRKAR1A
TAP1
TAP2
CHTF18
MFGE8
SH2B1
IL6ST
SBF1
SBF2
SAR1A
DBN1
NOL7
ACTG1
OGDH
ADD1
CDC73
C11orf35
OLIG2
C11orf31
C11orf30
R3HDM1
OLIG3
SEMG1
NUS1
SEMG2
EN2
LMBRD2
LMBRD1
OLIG1
DAZL
SERPING1
DAZ2
DAZ1
DAZ4
SRFBP1
TAS2R16
TAS2R10
BCAT2
BCAT1
TAS2R13
NEUROG3
MACROD2
MACROD1
MYH7B
NEUROG1
IFNE1
AKAP4
AKAP5
AKAP6
AKAP7
DBNL
AKAP1
AKAP3
ORC1L
NPEPPS
AKAP8
AKAP9
EIF2A
ZNF416
CYP26A1
CCDC117
PSTK
TUBE1
PPIL5
PHPT1
SPATA13
RLF
PPIL6
NFU1
RRP1B
NOVA2
NOVA1
RAB7A
HSP90B1
MCF2L
FEN1
TMEM99
KRR1
FAM64A
PEG10
KIAA1833
OVGP1
STRN
UBE1L
CETN3
CETN2
CETN1
CCL28
FAM92A1
DIO1
FAM92A3
DIO3
CCL21
CCL20
CCL23
CCL22
CCL25
CCL24
CCL27
CCL26
ALPK1
ALPK3
ALPK2
TRIOBP
C8orf48
C8orf47
C8orf46
C8orf45
C8orf44
C8orf42
C8orf41
C8orf40
UCK2
TMSL3
TRGV5
FAM70A
FAM70B
BRF2
TMSL8
BRF1
FSIP1
OSBPL6
DNAJC8
CSNK1A1
MB
DNAJC4
DNAJC5
DNAJC6
DNAJC7
DNAJC1
CDC40
CYP4F12
ZNF701
NTRK1
GOSR2
SLC18A2
SLC18A1
GOSR1
Gcom1
RRP15
CCDC97
RALBP1
NRN1
TMEM179
MAP3K6
TRIM49
RAP1B
RAP1A
MAP3K7
TRIM46
LOC552889
MAP3K4
OR5T2
SLC23A2
IPO11
MTNR1A
ZNF410
FAM91A1
LOC388503
ZNF572
TRIM43
ATOH7
ACAT1
ZNF573
ATOH1
RNF152
CD200R1
LIMD1
RNF151
RNF157
ATOH8
PEX1
MARVELD3
CTF1
MECP2
MGC24975
CTF8
ZNF578
LDLR
USF2
ZNF579
RARRES2
TRIM8
ZPBP
TSPY2
OR8S1
IL2RA
IL2RB
TRPV6
RAB33A
PEX7
TAS2R8
IL2RG
CP110
SLC17A5
SLC17A6
SLC17A7
SLC17A1
SLC17A2
SLC17A3
MDH1B
C16orf58
C16orf59
SETDB2
RARRES3
C16orf52
CDK5RAP3
CDK5RAP1
C16orf57
C16orf54
C16orf55
NUDT16L1
KIAA0319L
TMEM46
ITCH
ZNF207
CCDC144B
CHMP4A
CHMP4B
CCDC144A
BAX
BAD
IARS
BHMT2
RBL1
PRKCDBP
MST150
COBLL1
SLC37A2
OR52L1
SLC37A1
GFI1B
MYOD1
PMPCA
TOB2
CDK10
RAB7L1
RNPEPL1
SULF1
GPR126
ST5
GPR124
GPR125
GZF1
GPR123
GPR120
ATP6V1B1
ATP6V1B2
AASDH
PIP5KL1
GPR128
LOC723972
KCNAB1
ZNF304
BFSP2
ZNF302
BFSP1
SHOX2
KCNAB3
STS
MMP25
MMP24
MMP27
KCNAB2
MMP21
MMP20
MTERFD1
HOXB13
RPL15
TFG
HVCN1
SH2D2A
RPL36A
RND1
RND2
RND3
NCL
HSZFP36
ATP8B2
PPP3CA
PPP3CB
PPP3CC
ATPBD1C
ATPBD1B
LIF
KIAA1549
KIAA1012
KIAA1545
KIAA1546
PKM2
KIAA1542
KIAA1543
LRRC41
LRRC40
LRRC43
LRRC42
LRRC45
LRRC44
LRRC47
LRRC46
LRRC49
LRRC48
GPATCH4
ZNF228
B3GNT4
DPYS
B3GNT6
B3GNT7
FNDC8
B3GNT1
B3GNT2
B3GNT3
FBXO15
FNDC5
FNDC7
B3GNT8
ADRA2A
ADRA2B
ADRA2C
TFRC
FGFR1
TEX28
FLJ13236
PBRM1
FLJ13231
DAAM1
DAAM2
HLA.DRB6
XAF1
HLA.DRB5
STX4
PCYT1B
GUK1
YIF1A
H1FNT
SYT8
SYT9
LRRC4C
LRRC4B
MTCH2
FN1
ATP5J
SYT1
SYT2
OR6T1
SYT4
SYT5
SYT6
SYT7
SYK
RHO
OBFC2B
ME1
OBFC2A
MEP1A
MEP1B
TASP1
TRIM2
PER3
FUBP3
FUBP1
COLQ
SCHIP1
SPZ1
DKFZp434K1815
FLJ22795
MARCO
CD1E
HFE
TCP11L2
NES
CNTROB
PALMD
HSFX1
ANGPT2
ANGPT1
ANGPT4
ZFYVE21
PRSS22
PALM2
OXT
C1orf53
C1orf52
C1orf51
C1orf50
C1orf57
C1orf56
C1orf55
C1orf54
C1orf59
C1orf58
ICMT
NIPA1
TBK1
FCF1
MPZL1
ATP6V0A4
LOC158381
ATP6V0A1
ATP6V0A2
GPR98
GPR97
SLC22A15
GUCA1A
GPR92
GUCA1C
GUCA1B
KRT75
KRT74
KRT77
KRT76
SMCR7L
KRT73
KRT72
GPR148
ATM
KRT79
TBC1D5
UNC13A
SMPD4
ATR
ADAM33
ADAM30
SMPD2
BRIP1
PDE11A
ITGBL1
ZNF571
ATP5A1
HFE2
TTC28
AAMP
HYPK
LRRFIP1
HYPE
TTC26
DOT1L
FLJ46111
TTC22
TTC23
CARS
PODXL2
IL6R
ENO1
ENO2
ENO3
TRAM2
MGC16025
SYCP2
NPAT
TAOK2
SYCP1
CNOT6L
TPTE2
LLGL2
CFH
SLC22A18
LLGL1
ACOX2
ACOX3
SLC22A14
ACOX1
SLC22A12
SLC22A13
SLC22A10
SLC22A11
SSTR4
NSMCE1
CFD
OBSCN
PFDN1
PTK2
PTK7
PTK6
RABGAP1
PRKAA2
PRKAA1
ITGB3BP
PFDN2
RCSD1
LOC200810
IGLV2.14
GAL3ST1
POMP
GAL3ST3
GAL3ST2
GAL3ST4
SCARA3
XPA
IL18RAP
IL17RD
ATG16L1
ATG16L2
EOMES
C3orf32
C3orf31
C3orf30
C3orf37
C3orf36
C3orf35
C3orf34
NANP
C3orf39
USH1G
MATN1
MATN3
MATN2
MATN4
ENDOG
STIL
C12orf12
PDSS2
CES1
CES3
EBF4
EBF3
EBF2
EBF1
KBTBD10
FFAR2
UCP1
X7A5
FFAR1
BDH2
BDH1
DDX23
DDX21
DDX20
DDX27
ZNF157
DDX25
DDX24
ERBB2
WBP11
DDX28
UNC13D
OTC
KIAA0999
RPL32P3
ZNF92
ZNF99
FLVCR2
FBXO18
AFF4
RAET1E
UBE2J1
C20orf19
FKBP11
TBX21
A3GALT2
FAM3B
FAM3C
FAM3D
C20orf12
C20orf11
C20orf10
PDPN
GGPS1
LINCR
NACA2
PRB3
MT1JP
CNGB1
C9orf163
CNGB3
C9orf167
C9orf164
C9orf165
PLA2G6
PLA2G7
MARCKS
PLA2G3
RRM2B
CCDC76
CCDC77
KIAA0574
CCDC75
CCDC72
CCDC73
CCDC70
CCDC71
OR2G3
FPR1
WSCD2
CCDC78
CGRRF1
JARID1A
TMEM109
TMEM108
HIST3H2BB
PRAC
MPHOSPH8
SPARCL1
RBED1
TMEM101
FOXH1
TMEM107
TPBG
TMEM105
SMPDL3B
VSTM1
GHITM
SMPDL3A
IGKV1.5
CSHL1
SPEN
OSGIN2
ZCWPW1
FKBP1B
FKBP1A
SLAIN2
MANEAL
SARS
FLJ12331
STAT6
ZFYVE26
JARID1C
STOML2
STOML1
tcag7.350
FBLIM1
TIMM8A
FAM10A5
STK40
TRPT1
DAXX
CDC16
KIAA1486
AHNAK
NT5E
TMEM40
ZNF431
UNC50
LOC400120
MAP1A
MAP1B
MAP1D
PDCL3
LBX2
PHKA1
VGF
UNC5A
UNC5D
CCM2
TESSP5
TBC1D4
MAP1S
FRMD8
ZNF430
TESSP2
IMMP1L
FRMD5
FRMD6
FRMD7
PLCD4
FRMD1
PKNOX2
FRMD3
SNRPF
DSCR9
CYorf15B
CYorf15A
GNAS
MED13L
DSCR4
DSCR6
PTCD2
PTCD3
DSCR3
DSCR2
PDE7A
ZNF433
GNAL
HLTF
SIX6
CYP26C1
DPF2
DPF3
DPF1
ASNA1
CRYGS
RPL18A
SIX1
KRT3
KRT2
KRT1
OR2F1
FST
CRYGN
KRT4
CRYGA
CEND1
CRYGC
DACT1
SPRR2G
DACT3
DACT2
FAM62B
FAM62C
FAM62A
VPS41
FLJ10241
BCAP29
TMCC1
TMCC2
TMCC3
TMEM155
NMNAT2
NMNAT3
NMNAT1
ALOX12B
FOXG1
TAS2R38
TAS2R39
EPB41L1
PPCDC
EPB41L3
EPB41L2
EPB41L5
UBE2H
ACSS2
ACSS1
KIDINS220
TMEM156
FRAP1
PLEKHM1
PLEKHM2
FLJ43860
VPS4A
VPS4B
BTBD14B
BTBD14A
SLC43A3
SLC43A2
SLC43A1
FRMD4A
DFNA5
MAGEH1
VHL
WNT3
WNT2
FIZ1
AGXT
LRRN2
LRRN1
PMS2L11
PPP1R15A
ARMETL1
BLMH
TREML4
RIPK5
ST8SIA5
PDCL
DKFZp434K191
RECK
UBE2B
MRPL37
GPRIN2
GPRIN3
GPRIN1
ROGDI
MRPL34
INSR
MRPL35
RUNX1T1
HIST2H2BE
TRPA1
ZNF813
SPTBN5
SPTBN4
DIP
SPTBN2
SPTBN1
KLF13
KLF12
KLF11
EBAG9
KLF17
KLF16
KLF15
KLF14
TFAP2A
IQWD1
TFAP2C
TFAP2B
TFAP2E
TFAP2D
KRTDAP
MCCD1
GBE1
TYRP1
OR51T1
PCNA
LOC728131
SLC44A2
SLC44A3
SLC44A4
SLC44A5
ZBTB7C
ZBTB7B
MSI2
MSI1
PCNP
PCNT
PCNX
UTX
MRPL39
UBE2S
HDAC1
FEZF1
SNF1LK2
OR2L13
FEZF2
ESX1
RPA4
RPA1
RPA3
C1D
PAP2D
NDUFS1
CXorf40B
KLK3
COQ9
NDUFS5
NDUFS6
NDUFS7
C1S
COQ4
COQ7
COQ6
UFD1L
COQ3
COQ2
ERAF
NEK7
ZRANB1
KLK6
ZRANB3
ZRANB2
TTC7B
HBD
FAM132A
ZFAND2A
HBB
CHMP2B
PCDHGB2
HINT2
BOK
PCDHGB7
ATP9B
ATP9A
HBZ
BOC
THOC1
RREB1
DENND2C
TPX2
DENND2A
DENND2D
GAGE1
OR52J3
PPT2
INPP4B
INPP4A
GPR101
MICAL2
GPR103
PHC1
PHC3
GPR107
GPR108
MFAP3L
THOC4
UBE2G2
TAOK1
PHCA
UBE2G1
RP3.402G11.5
SAFB
ZNF364
ZNF367
ZNF366
TMCO1
PRF1
MGMT
HRBL
SLC35E2
FLJ21865
WSB2
H2AFV
SLC35E3
MCCC1
H2AFX
H2AFY
H2AFZ
RFX4
LOC203547
NSUN5C
RNF8
RFX5
RNF6
RNF7
RNF4
RNF5
RNF2
APP
H2AFJ
RYBP
PRSS1
NCAPG2
PSMA4
NRXN2
CSN1S2A
CLTA
RFX2
CLTC
CLTB
TMEM159
LRRC62
LRRC61
RHBDL1
NGLY1
ADRBK1
ADRBK2
DPEP3
ZFHX2
C7orf36
C7orf34
C7orf33
C7orf31
C7orf30
HARS
TMCO4
C7orf38
PCOLCE
ZNF556
GPR50
MGC88374
TRAV20
EPM2A
ISCA1
RNF103
ISCA2
FAM118A
FAM118B
LMX1A
LMX1B
OR6V1
PPIG
RECQL
PRSS2
SHC2
MAP7D3
SGCA
H3F3A
IL23R
MAP7D1
POU4F3
PRKRIR
ACTR8
BAIAP3
ACTR6
ACTR5
UQCRC1
ACTR3
ACTR2
PAQR9
FOXP2
X15E1.2
RHBG
VAX2
SPNS1
RECQL4
CST9L
MCOLN2
WBSCR28
GNRHR
GPR55
KIAA0746
KIAA0748
PDE3B
NDP
HYDIN
CNR1
GBX2
GBX1
CNR2
GNL3L
POLDIP3
POLDIP2
FLJ39378
GP1BA
GP1BB
tcag7.1017
CBARA1
tcag7.1015
RAPGEFL1
GTDC1
NP
ALDH18A1
TUFT1
ICOS
HHEX
RABEP1
PTPRU
SAA2
TGS1
C1orf79
C1orf78
ANKS1B
C1orf74
C1orf77
ANKS1A
C1orf71
IDUA
OR5V1
SLC40A1
TOMM20
YTHDF2
SPERT
OR2A25
ACTRT1
ACTRT2
TINF2
GNRH2
NKX3.2
PITPNM3
GNRH1
TIMM9
ZIM3
RPL12
VHLL
ZNF597
ZNF594
RBM12
ADAM10
ADAM11
ADAM12
ADAM15
ADAM17
ADAM18
ADAM19
PPP1R2P1
WDSUB1
CPNE9
CPNE8
SFRS16
CPNE3
CPNE2
CPNE1
CPNE7
CPNE6
CPNE5
CPNE4
WNT8A
WNT8B
SFRS14
SGCZ
GDEP
GLYAT
SFRS12
DNMT3B
DNMT3A
SFRS11
ZNF121
RBM10
DNMT3L
RABEPK
AAK1
SNRPN
NDUFA8
GLYATL1
SNRPB
SNRPC
SNRPA
SHANK3
OR2B2
SHANK1
SNRPE
PRG3
OR2B3
ZNF554
SALL4
PTPRK
HUS1
RGS9BP
LOC728635
UCP2
GPR62
PTPRH
ZDHHC15
ZDHHC14
ZDHHC17
PCSK9
MTCH1
SVEP1
ZDHHC13
ZDHHC12
PCSK2
PRKAG3
PCSK1
PCSK6
PCSK7
PCSK4
PCSK5
DUSP28
HIPK2
HIPK1
PHYHIPL
HIPK4
RPS3
DUSP21
DUSP22
DUSP23
LEMD3
LEMD2
DUSP26
DUSP27
PLCH2
QARS
NCAN
SLC16A6
KIAA0258
GPATCH2
SLC34A2
C3orf19
C3orf18
NAPA
C3orf15
C3orf14
C3orf17
C3orf10
OSR2
VEZF1
LARP1
LARP2
LARP4
LARP5
LARP6
LARP7
MGC26647
KIAA0701
TNFSF15
GPATCH3
HSD17B7P2
TPTE
UBE2Q1
DDX49
COL15A1
ZNF179
PAEP
ODAM
DDX41
TMEM45A
DDX43
DDX42
PTER
DDX47
DDX46
PTEN
PLTP
ZNF553
EIF5A2
TMEM45B
WDR21A
ELAVL4
LGR4
LGR6
ELAVL1
ELAVL2
C20orf32
CDKN1C
CDKN1B
CDKN1A
C20orf39
DPYSL4
